text,count,name
ordered,91,Marlon
beer,76,Marlon
good,67,Marlon
like,48,Marlon
really,47,Marlon
great,39,Marlon
place,39,Marlon
decided,38,Marlon
bar,37,Marlon
love,32,Marlon
food,32,Marlon
little,31,Marlon
try,30,Marlon
guy,27,Marlon
lunch,26,Marlon
order,26,Marlon
nice,24,Marlon
back,24,Marlon
happy,22,Marlon
im,22,Marlon
dinner,22,Marlon
fun,21,Marlon
sat,21,Marlon
went,21,Marlon
salad,21,Marlon
new,20,Marlon
night,20,Marlon
best,20,Marlon
another,20,Marlon
hour,19,Marlon
