text,count,name
big,22,Inigo
best,22,Inigo
items,22,Inigo
prices,22,Inigo
expensive,21,Inigo
better,20,Inigo
kind,20,Inigo
places,19,Inigo
lots,19,Inigo
bad,19,Inigo
time,18,Inigo
something,17,Inigo
options,17,Inigo
isnt,17,Inigo
amount,17,Inigo
bit,35,Inigo
good,34,Inigo
parking,32,Inigo
like,31,Inigo
place,31,Inigo
nice,29,Inigo
restaurant,26,Inigo
decent,24,Inigo
food,24,Inigo
really,23,Inigo
inside,21,Inigo
though,21,Inigo
pretty,20,Inigo
came,20,Inigo
2,20,Inigo
