text,count,name
back,20,Tiff
shrimp,19,Tiff
fried,16,Tiff
stars,16,Tiff
two,16,Tiff
good,15,Tiff
pork,15,Tiff
food,15,Tiff
enough,15,Tiff
table,14,Tiff
service,14,Tiff
half,13,Tiff
made,13,Tiff
id,12,Tiff
got,12,Tiff
though,12,Tiff
tables,12,Tiff
still,12,Tiff
okay,11,Tiff
order,11,Tiff
like,11,Tiff
three,11,Tiff
place,10,Tiff
without,10,Tiff
since,10,Tiff
meat,10,Tiff
friendly,10,Tiff
definitely,10,Tiff
time,10,Tiff
wasnt,10,Tiff
