text,count,name
iced,1,Naomi
quickly,1,Naomi
cubes,1,Naomi
ice,1,Naomi
efficient,1,Naomi
dont,1,Naomi
getting,1,Naomi
spot,1,Naomi
super,1,Naomi
line,1,Naomi
several,1,Naomi
drink,1,Naomi
breakfast,1,Naomi
popular,1,Naomi
back,1,Naomi
food,10,Naomi
really,6,Naomi
theres,4,Naomi
salad,4,Naomi
options,3,Naomi
pretty,3,Naomi
went,3,Naomi
basement,3,Naomi
experience,3,Naomi
reno,3,Naomi
though,3,Naomi
store,3,Naomi
special,3,Naomi
got,3,Naomi
place,3,Naomi
