text,count,name
reservation,4,Gerald
hiking,3,Gerald
away,3,Gerald
going,3,Gerald
sit,3,Gerald
dinner,3,Gerald
older,3,Gerald
seated,3,Gerald
waited,3,Gerald
service,3,Gerald
want,3,Gerald
area,3,Gerald
bed,3,Gerald
great,3,Gerald
didnt,2,Gerald
place,91,Gerald
good,86,Gerald
food,73,Gerald
bar,66,Gerald
great,58,Gerald
night,54,Gerald
service,51,Gerald
table,42,Gerald
like,42,Gerald
back,36,Gerald
way,35,Gerald
menu,32,Gerald
drink,31,Gerald
drinks,30,Gerald
time,30,Gerald
