text,count,name
place,15,Kevin
another,14,Kevin
dining,14,Kevin
plus,14,Kevin
solid,14,Kevin
super,14,Kevin
cheese,14,Kevin
room,13,Kevin
menu,13,Kevin
youre,13,Kevin
way,12,Kevin
two,12,Kevin
overall,12,Kevin
yelp,12,Kevin
fairly,12,Kevin
food,33,Kevin
server,28,Kevin
delicious,26,Kevin
two,24,Kevin
good,23,Kevin
dinner,21,Kevin
bread,20,Kevin
ago,20,Kevin
really,18,Kevin
friendly,15,Kevin
ate,14,Kevin
came,14,Kevin
ordered,13,Kevin
three,13,Kevin
nights,13,Kevin
