text,count,name
come,20,Erika
well,19,Erika
night,19,Erika
definitely,18,Erika
love,18,Erika
fun,17,Erika
hot,16,Erika
bar,16,Erika
decided,16,Erika
order,16,Erika
overall,16,Erika
thought,16,Erika
drinks,15,Erika
really,15,Erika
spot,15,Erika
service,9,Erika
definitely,8,Erika
amazing,7,Erika
bread,7,Erika
back,7,Erika
food,6,Erika
dont,6,Erika
return,6,Erika
stop,6,Erika
ended,6,Erika
probably,5,Erika
friendly,5,Erika
pudding,5,Erika
location,4,Erika
warm,4,Erika
