text,count,name
come,8,Nijole
sandwich,6,Nijole
im,5,Nijole
order,5,Nijole
great,5,Nijole
much,5,Nijole
best,5,Nijole
bacon,5,Nijole
cheese,5,Nijole
sauce,4,Nijole
everything,4,Nijole
like,4,Nijole
every,4,Nijole
trip,4,Nijole
food,4,Nijole
youll,4,Nijole
really,4,Nijole
bar,4,Nijole
dining,3,Nijole
back,3,Nijole
brewery,3,Nijole
definitely,3,Nijole
fine,3,Nijole
beer,3,Nijole
restaurant,3,Nijole
version,3,Nijole
plenty,3,Nijole
area,3,Nijole
service,3,Nijole
completely,3,Nijole
