text,count,name
great,18,Emily
little,18,Emily
first,17,Emily
could,17,Emily
outside,17,Emily
beer,17,Emily
meal,16,Emily
much,16,Emily
served,16,Emily
cheese,16,Emily
ordered,16,Emily
came,15,Emily
side,15,Emily
got,15,Emily
area,15,Emily
good,13,Emily
food,13,Emily
place,13,Emily
ordered,9,Emily
really,7,Emily
back,6,Emily
nice,6,Emily
bar,6,Emily
breakfast,6,Emily
love,6,Emily
beer,5,Emily
coffee,5,Emily
eat,5,Emily
bit,5,Emily
sandwich,5,Emily
