text,count,name
bar,24,Pegah
oysters,17,Pegah
food,16,Pegah
great,16,Pegah
service,15,Pegah
menu,13,Pegah
two,12,Pegah
good,12,Pegah
didnt,11,Pegah
back,11,Pegah
oyster,10,Pegah
best,10,Pegah
room,10,Pegah
like,10,Pegah
little,9,Pegah
around,9,Pegah
fried,9,Pegah
french,9,Pegah
order,9,Pegah
made,8,Pegah
w,8,Pegah
fresh,8,Pegah
cheese,8,Pegah
line,8,Pegah
thats,8,Pegah
time,8,Pegah
house,8,Pegah
come,8,Pegah
inside,8,Pegah
drink,8,Pegah
