text,count,name
little,8,Lolia
favorite,8,Lolia
loved,8,Lolia
city,8,Lolia
like,7,Lolia
served,7,Lolia
best,7,Lolia
worth,7,Lolia
much,7,Lolia
almost,7,Lolia
great,7,Lolia
im,7,Lolia
yeah,7,Lolia
time,7,Lolia
two,7,Lolia
food,135,Lolia
good,130,Lolia
place,118,Lolia
great,115,Lolia
pizza,79,Lolia
hot,78,Lolia
chicken,62,Lolia
recommend,61,Lolia
definitely,60,Lolia
jersey,51,Lolia
nashville,47,Lolia
try,45,Lolia
cheesesteak,45,Lolia
like,44,Lolia
new,43,Lolia
