text,count,name
definitely,11,Dan
philly,10,Dan
breakfast,10,Dan
experience,10,Dan
dinner,10,Dan
bar,10,Dan
tasty,10,Dan
spot,9,Dan
museum,9,Dan
like,9,Dan
delicious,9,Dan
lunch,9,Dan
sandwich,9,Dan
attentive,8,Dan
city,8,Dan
place,335,Dan
good,254,Dan
food,231,Dan
like,156,Dan
ordered,114,Dan
service,103,Dan
time,101,Dan
restaurant,94,Dan
try,88,Dan
really,84,Dan
nice,82,Dan
order,81,Dan
husband,79,Dan
love,77,Dan
lunch,76,Dan
