text,count,name
place,16,Ruth
food,8,Ruth
good,7,Ruth
great,7,Ruth
really,6,Ruth
back,5,Ruth
clean,5,Ruth
staff,5,Ruth
came,5,Ruth
drinks,5,Ruth
well,5,Ruth
menu,4,Ruth
definitely,4,Ruth
friendly,4,Ruth
local,3,Ruth
inside,3,Ruth
ordered,3,Ruth
got,3,Ruth
try,3,Ruth
overall,3,Ruth
convenient,3,Ruth
coming,3,Ruth
wanted,3,Ruth
grab,3,Ruth
either,3,Ruth
kids,3,Ruth
area,3,Ruth
prices,2,Ruth
beyond,2,Ruth
excited,2,Ruth
