text,count,name
chicken,17,Ken
soup,16,Ken
seafood,16,Ken
two,16,Ken
service,16,Ken
best,16,Ken
dinner,15,Ken
good,15,Ken
dessert,15,Ken
french,14,Ken
garlic,14,Ken
tomatoes,14,Ken
grilled,14,Ken
bread,13,Ken
area,13,Ken
good,981,Ken
food,789,Ken
great,741,Ken
place,626,Ken
service,605,Ken
lunch,589,Ken
2,515,Ken
back,498,Ken
like,489,Ken
salad,486,Ken
fresh,460,Ken
chicken,439,Ken
time,434,Ken
3,411,Ken
love,395,Ken
